Code,Name,Catagory
S01008451,Clovenstone and Wester Hailes - 03,Geo_Data_Zone2011
S01008500,Gorgie East - 04,Geo_Data_Zone2011
S01008501,Gorgie East - 05,Geo_Data_Zone2011
S01008502,Shandon - 01,Geo_Data_Zone2011
S01008503,Shandon - 02,Geo_Data_Zone2011
S01008504,Shandon - 03,Geo_Data_Zone2011
S01008505,Shandon - 04,Geo_Data_Zone2011
S01008506,Shandon - 05,Geo_Data_Zone2011
S01008507,Shandon - 06,Geo_Data_Zone2011
S01008508,Craiglockhart - 01,Geo_Data_Zone2011
S01008509,Craiglockhart - 02,Geo_Data_Zone2011
S01008510,Craiglockhart - 03,Geo_Data_Zone2011
S01008511,Craiglockhart - 04,Geo_Data_Zone2011
S01008512,Craiglockhart - 05,Geo_Data_Zone2011
S01008513,Craiglockhart - 06,Geo_Data_Zone2011
S01008514,Morningside and Craighouse - 01,Geo_Data_Zone2011
S01008515,Morningside and Craighouse - 02,Geo_Data_Zone2011
S01008516,Morningside and Craighouse - 03,Geo_Data_Zone2011
S01008517,Morningside and Craighouse - 04,Geo_Data_Zone2011
S01008518,Morningside and Craighouse - 05,Geo_Data_Zone2011
S01008519,Greenbank and The Braids - 01,Geo_Data_Zone2011
S01008520,Greenbank and The Braids - 02,Geo_Data_Zone2011
S01008521,Greenbank and The Braids - 03,Geo_Data_Zone2011
S01008522,Greenbank and The Braids - 04,Geo_Data_Zone2011
S01008523,Greenbank and The Braids - 05,Geo_Data_Zone2011
S01008524,Colinton Mains and Firrhill - 01,Geo_Data_Zone2011
S01008525,Colinton Mains and Firrhill - 02,Geo_Data_Zone2011
S01008526,Colinton Mains and Firrhill - 03,Geo_Data_Zone2011
S01008527,Colinton Mains and Firrhill - 04,Geo_Data_Zone2011
S01008528,Colinton Mains and Firrhill - 05,Geo_Data_Zone2011
S01008529,Oxgangs - 01,Geo_Data_Zone2011
S01008530,Oxgangs - 02,Geo_Data_Zone2011
S01008531,Oxgangs - 03,Geo_Data_Zone2011
S01008532,Oxgangs - 04,Geo_Data_Zone2011
S01008533,Comiston and Swanston - 01,Geo_Data_Zone2011
S01008534,Comiston and Swanston - 02,Geo_Data_Zone2011
S01008535,Comiston and Swanston - 03,Geo_Data_Zone2011
S01008536,Comiston and Swanston - 04,Geo_Data_Zone2011
S01008537,Comiston and Swanston - 05,Geo_Data_Zone2011
S01008538,Comiston and Swanston - 06,Geo_Data_Zone2011
S01008539,Comiston and Swanston - 07,Geo_Data_Zone2011
S01008540,Comiston and Swanston - 08,Geo_Data_Zone2011
S01008541,Fairmilehead - 01,Geo_Data_Zone2011
S01008542,Fairmilehead - 02,Geo_Data_Zone2011
S01008543,Fairmilehead - 03,Geo_Data_Zone2011
S01008544,Fairmilehead - 04,Geo_Data_Zone2011
S01008545,Fairmilehead - 05,Geo_Data_Zone2011
S01008546,Fairmilehead - 06,Geo_Data_Zone2011
S01008547,Gilmerton South and the Murrays - 01,Geo_Data_Zone2011
S01008548,Gilmerton South and the Murrays - 02,Geo_Data_Zone2011
S01008549,Gilmerton South and the Murrays - 03,Geo_Data_Zone2011
S01008550,Mortonhall and Anwickhill - 01,Geo_Data_Zone2011
S01008551,Mortonhall and Anwickhill - 02,Geo_Data_Zone2011
S01008596,Prestonfield - 02,Geo_Data_Zone2011
S01008597,Prestonfield - 03,Geo_Data_Zone2011
S01008598,Prestonfield - 04,Geo_Data_Zone2011
S01008599,Newington and Dalkeith Road - 01,Geo_Data_Zone2011
S01008600,Newington and Dalkeith Road - 02,Geo_Data_Zone2011
S01008601,Newington and Dalkeith Road - 03,Geo_Data_Zone2011
S01008602,Newington and Dalkeith Road - 04,Geo_Data_Zone2011
S01008603,Newington and Dalkeith Road - 05,Geo_Data_Zone2011
S01008604,The Grange - 01,Geo_Data_Zone2011
S01008605,The Grange - 02,Geo_Data_Zone2011
S01008606,The Grange - 03,Geo_Data_Zone2011
S01008607,The Grange - 04,Geo_Data_Zone2011
S01008608,The Grange - 05,Geo_Data_Zone2011
S01008609,The Grange - 06,Geo_Data_Zone2011
S01008610,The Grange - 07,Geo_Data_Zone2011
S01008611,Marchmont East and Sciennes - 01,Geo_Data_Zone2011
S01008612,Marchmont East and Sciennes - 02,Geo_Data_Zone2011
S01008613,Marchmont East and Sciennes - 03,Geo_Data_Zone2011
S01008614,Marchmont East and Sciennes - 04,Geo_Data_Zone2011
S01008615,Marchmont East and Sciennes - 05,Geo_Data_Zone2011
S01008616,Marchmont East and Sciennes - 06,Geo_Data_Zone2011
S01008617,Marchmont West - 01,Geo_Data_Zone2011
S01008618,Marchmont West - 02,Geo_Data_Zone2011
S01008619,Marchmont West - 03,Geo_Data_Zone2011
S01008620,Marchmont West - 04,Geo_Data_Zone2011
S01008621,Marchmont West - 05,Geo_Data_Zone2011
S01008622,Marchmont West - 06,Geo_Data_Zone2011
S01008623,Marchmont West - 07,Geo_Data_Zone2011
S01008624,Morningside - 01,Geo_Data_Zone2011
S01008625,Morningside - 02,Geo_Data_Zone2011
S01008626,Morningside - 03,Geo_Data_Zone2011
S01008627,Morningside - 04,Geo_Data_Zone2011
S01008628,Morningside - 05,Geo_Data_Zone2011
S01008629,Morningside - 06,Geo_Data_Zone2011
S01008630,Morningside - 07,Geo_Data_Zone2011
S01008631,Morningside - 08,Geo_Data_Zone2011
S01008632,Merchiston and Greenhill - 01,Geo_Data_Zone2011
S01008633,Merchiston and Greenhill - 02,Geo_Data_Zone2011
S01008634,Merchiston and Greenhill - 03,Geo_Data_Zone2011
S01008635,Merchiston and Greenhill - 04,Geo_Data_Zone2011
S01008636,Merchiston and Greenhill - 05,Geo_Data_Zone2011
S01008637,Merchiston and Greenhill - 06,Geo_Data_Zone2011
S01008638,Bruntsfield - 01,Geo_Data_Zone2011
S01008639,Bruntsfield - 02,Geo_Data_Zone2011
S01008640,Bruntsfield - 03,Geo_Data_Zone2011
S01008641,Bruntsfield - 04,Geo_Data_Zone2011
S01008642,Bruntsfield - 05,Geo_Data_Zone2011
S01008643,Bruntsfield - 06,Geo_Data_Zone2011
S01008644,Bruntsfield - 07,Geo_Data_Zone2011
S01008645,Polwarth - 01,Geo_Data_Zone2011
S01008646,Polwarth - 02,Geo_Data_Zone2011
S01008647,Polwarth - 03,Geo_Data_Zone2011
S01008648,Polwarth - 04,Geo_Data_Zone2011
S01008649,Polwarth - 05,Geo_Data_Zone2011
S01008650,Polwarth - 06,Geo_Data_Zone2011
S01008651,Dalry and Fountainbridge - 01,Geo_Data_Zone2011
S01008696,Willowbrae and Duddingston Village - 03,Geo_Data_Zone2011
S01008697,Willowbrae and Duddingston Village - 04,Geo_Data_Zone2011
S01008698,Willowbrae and Duddingston Village - 05,Geo_Data_Zone2011
S01008699,Willowbrae and Duddingston Village - 06,Geo_Data_Zone2011
S01008700,Willowbrae and Duddingston Village - 07,Geo_Data_Zone2011
S01008701,Craigmillar - 01,Geo_Data_Zone2011
S01008702,Craigmillar - 02,Geo_Data_Zone2011
S01008703,Craigmillar - 03,Geo_Data_Zone2011
S01008704,Craigmillar - 04,Geo_Data_Zone2011
S01008705,Craigmillar - 05,Geo_Data_Zone2011
S01008706,Niddrie - 01,Geo_Data_Zone2011
S01008707,Niddrie - 02,Geo_Data_Zone2011
S01008708,Niddrie - 03,Geo_Data_Zone2011
S01008709,Niddrie - 04,Geo_Data_Zone2011
S01008710,Niddrie - 05,Geo_Data_Zone2011
S01008711,Niddrie - 06,Geo_Data_Zone2011
S01008712,"Bingham, Magdalene and The Christians - 01",Geo_Data_Zone2011
S01008713,"Bingham, Magdalene and The Christians - 02",Geo_Data_Zone2011
S01008714,"Bingham, Magdalene and The Christians - 03",Geo_Data_Zone2011
S01008715,"Bingham, Magdalene and The Christians - 04",Geo_Data_Zone2011
S01008716,"Bingham, Magdalene and The Christians - 05",Geo_Data_Zone2011
S01008717,"Jewel, Brunstane and Newcraighall - 01",Geo_Data_Zone2011
S01008718,"Jewel, Brunstane and Newcraighall - 02",Geo_Data_Zone2011
S01008719,"Jewel, Brunstane and Newcraighall - 03",Geo_Data_Zone2011
S01008720,"Jewel, Brunstane and Newcraighall - 04",Geo_Data_Zone2011
S01008721,"Jewel, Brunstane and Newcraighall - 05",Geo_Data_Zone2011
S01008722,Joppa - 01,Geo_Data_Zone2011
S01008723,Joppa - 02,Geo_Data_Zone2011
S01008724,Joppa - 03,Geo_Data_Zone2011
S01008725,Joppa - 04,Geo_Data_Zone2011
S01008726,Joppa - 05,Geo_Data_Zone2011
S01008727,Joppa - 06,Geo_Data_Zone2011
S01008728,Portobello - 01,Geo_Data_Zone2011
S01008729,Portobello - 02,Geo_Data_Zone2011
S01008730,Portobello - 03,Geo_Data_Zone2011
S01008731,Portobello - 04,Geo_Data_Zone2011
S01008732,Portobello - 05,Geo_Data_Zone2011
S01008733,Portobello - 06,Geo_Data_Zone2011
S01008734,Duddingston and Portobello South - 01,Geo_Data_Zone2011
S01008735,Duddingston and Portobello South - 02,Geo_Data_Zone2011
S01008736,Duddingston and Portobello South - 03,Geo_Data_Zone2011
S01008737,Duddingston and Portobello South - 04,Geo_Data_Zone2011
S01008738,Duddingston and Portobello South - 05,Geo_Data_Zone2011
S01008739,Mountcastle - 01,Geo_Data_Zone2011
S01008740,Mountcastle - 02,Geo_Data_Zone2011
S01008741,Mountcastle - 03,Geo_Data_Zone2011
S01008742,Mountcastle - 04,Geo_Data_Zone2011
S01008743,Northfield and Piershill - 01,Geo_Data_Zone2011
S01008744,Northfield and Piershill - 02,Geo_Data_Zone2011
S01008745,Northfield and Piershill - 03,Geo_Data_Zone2011
S01008788,Great Junction Street - 04,Geo_Data_Zone2011
S01008789,Great Junction Street - 05,Geo_Data_Zone2011
S01008790,Great Junction Street - 06,Geo_Data_Zone2011
S01008791,Great Junction Street - 07,Geo_Data_Zone2011
S01008792,South Leith - 01,Geo_Data_Zone2011
S01008793,South Leith - 02,Geo_Data_Zone2011
S01008794,South Leith - 03,Geo_Data_Zone2011
S01008795,South Leith - 04,Geo_Data_Zone2011
S01008796,South Leith - 05,Geo_Data_Zone2011
S01008797,South Leith - 06,Geo_Data_Zone2011
S01008798,Easter Road and Hawkhill Avenue - 01,Geo_Data_Zone2011
S01008799,Easter Road and Hawkhill Avenue - 02,Geo_Data_Zone2011
S01008800,Easter Road and Hawkhill Avenue - 03,Geo_Data_Zone2011
S01008801,Easter Road and Hawkhill Avenue - 04,Geo_Data_Zone2011
S01008802,Leith (Albert Street) - 01,Geo_Data_Zone2011
S01008803,Leith (Albert Street) - 02,Geo_Data_Zone2011
S01008804,Leith (Albert Street) - 03,Geo_Data_Zone2011
S01008805,Leith (Albert Street) - 04,Geo_Data_Zone2011
S01008806,Hillside and Calton Hill - 01,Geo_Data_Zone2011
S01008807,Hillside and Calton Hill - 02,Geo_Data_Zone2011
S01008808,Hillside and Calton Hill - 03,Geo_Data_Zone2011
S01008809,Hillside and Calton Hill - 04,Geo_Data_Zone2011
S01008810,Hillside and Calton Hill - 05,Geo_Data_Zone2011
S01008811,Hillside and Calton Hill - 06,Geo_Data_Zone2011
S01008812,Hillside and Calton Hill - 07,Geo_Data_Zone2011
S01008813,Pilrig - 01,Geo_Data_Zone2011
S01008814,Pilrig - 02,Geo_Data_Zone2011
S01008815,Pilrig - 03,Geo_Data_Zone2011
S01008816,Pilrig - 04,Geo_Data_Zone2011
S01008817,Bonnington - 01,Geo_Data_Zone2011
S01008818,Bonnington - 02,Geo_Data_Zone2011
S01008819,Bonnington - 03,Geo_Data_Zone2011
S01008820,Bonnington - 04,Geo_Data_Zone2011
S01008821,Trinity East and The Dudleys - 01,Geo_Data_Zone2011
S01008822,Trinity East and The Dudleys - 02,Geo_Data_Zone2011
S01008823,Trinity East and The Dudleys - 03,Geo_Data_Zone2011
S01008824,Trinity East and The Dudleys - 04,Geo_Data_Zone2011
S01008825,Trinity East and The Dudleys - 05,Geo_Data_Zone2011
S01008826,Trinity - 01,Geo_Data_Zone2011
S01008827,Trinity - 02,Geo_Data_Zone2011
S01008828,Trinity - 03,Geo_Data_Zone2011
S01008829,Trinity - 04,Geo_Data_Zone2011
S01008830,Trinity - 05,Geo_Data_Zone2011
S01008831,Trinity - 06,Geo_Data_Zone2011
S01008832,"Inverleith, Goldenacre and Warriston - 01",Geo_Data_Zone2011
S01008833,"Inverleith, Goldenacre and Warriston - 02",Geo_Data_Zone2011
S01008834,"Inverleith, Goldenacre and Warriston - 03",Geo_Data_Zone2011
S01008835,"Inverleith, Goldenacre and Warriston - 04",Geo_Data_Zone2011
S01008836,Broughton North and Powderhall - 01,Geo_Data_Zone2011
S01008837,Broughton North and Powderhall - 02,Geo_Data_Zone2011
S01008889,"Craigleith, Orchard Brae and Crewe Toll - 04",Geo_Data_Zone2011
S01008890,"Craigleith, Orchard Brae and Crewe Toll - 05",Geo_Data_Zone2011
S01008891,"Craigleith, Orchard Brae and Crewe Toll - 06",Geo_Data_Zone2011
S01008892,Blackhall - 01,Geo_Data_Zone2011
S01008893,Blackhall - 02,Geo_Data_Zone2011
S01008894,Blackhall - 03,Geo_Data_Zone2011
S01008895,Blackhall - 04,Geo_Data_Zone2011
S01008896,Blackhall - 05,Geo_Data_Zone2011
S01008897,Blackhall - 06,Geo_Data_Zone2011
S01008898,Blackhall - 07,Geo_Data_Zone2011
S01008899,Drylaw - 01,Geo_Data_Zone2011
S01008900,Drylaw - 02,Geo_Data_Zone2011
S01008901,Drylaw - 03,Geo_Data_Zone2011
S01008902,Drylaw - 04,Geo_Data_Zone2011
S01008903,Drylaw - 05,Geo_Data_Zone2011
S01008904,West Pilton - 01,Geo_Data_Zone2011
S01008905,West Pilton - 02,Geo_Data_Zone2011
S01008906,West Pilton - 03,Geo_Data_Zone2011
S01008907,West Pilton - 04,Geo_Data_Zone2011
S01008908,West Pilton - 05,Geo_Data_Zone2011
S01008909,Boswall and Pilton - 01,Geo_Data_Zone2011
S01008910,Boswall and Pilton - 02,Geo_Data_Zone2011
S01008911,Boswall and Pilton - 03,Geo_Data_Zone2011
S01008912,Boswall and Pilton - 04,Geo_Data_Zone2011
S01008913,Boswall and Pilton - 05,Geo_Data_Zone2011
S01008914,Boswall and Pilton - 06,Geo_Data_Zone2011
S01008915,Boswall and Pilton - 07,Geo_Data_Zone2011
S01008916,Granton South and Wardieburn - 01,Geo_Data_Zone2011
S01008917,Granton South and Wardieburn - 02,Geo_Data_Zone2011
S01008918,Granton South and Wardieburn - 03,Geo_Data_Zone2011
S01008919,Granton South and Wardieburn - 04,Geo_Data_Zone2011
S01008920,Granton and Royston Mains - 01,Geo_Data_Zone2011
S01008921,Granton and Royston Mains - 02,Geo_Data_Zone2011
S01008922,Granton and Royston Mains - 03,Geo_Data_Zone2011
S01008923,Granton and Royston Mains - 04,Geo_Data_Zone2011
S01008924,Granton West and Salvesen - 01,Geo_Data_Zone2011
S01008925,Granton West and Salvesen - 02,Geo_Data_Zone2011
S01008926,Granton West and Salvesen - 03,Geo_Data_Zone2011
S01008927,Granton West and Salvesen - 04,Geo_Data_Zone2011
S01008928,Granton West and Salvesen - 05,Geo_Data_Zone2011
S01008929,Muirhouse - 01,Geo_Data_Zone2011
S01008930,Muirhouse - 02,Geo_Data_Zone2011
S01008931,Muirhouse - 03,Geo_Data_Zone2011
S01008932,Muirhouse - 04,Geo_Data_Zone2011
S01008933,Muirhouse - 05,Geo_Data_Zone2011
S01008934,Muirhouse - 06,Geo_Data_Zone2011
S01008935,Silverknowes and Davidson's Mains - 01,Geo_Data_Zone2011
S01008936,Silverknowes and Davidson's Mains - 02,Geo_Data_Zone2011
S01008937,Silverknowes and Davidson's Mains - 03,Geo_Data_Zone2011
S01008938,Silverknowes and Davidson's Mains - 04,Geo_Data_Zone2011
S01008939,Silverknowes and Davidson's Mains - 05,Geo_Data_Zone2011
S01008994,"Ratho, Ingliston and Gogar - 02",Geo_Data_Zone2011
S01008995,"Ratho, Ingliston and Gogar - 03",Geo_Data_Zone2011
S01008996,"Ratho, Ingliston and Gogar - 04",Geo_Data_Zone2011
S01008997,"Dalmeny, Kirkliston and Newbridge - 01",Geo_Data_Zone2011
S01008998,"Dalmeny, Kirkliston and Newbridge - 02",Geo_Data_Zone2011
S01008999,"Dalmeny, Kirkliston and Newbridge - 03",Geo_Data_Zone2011
S01009000,"Dalmeny, Kirkliston and Newbridge - 04",Geo_Data_Zone2011
S01009001,"Dalmeny, Kirkliston and Newbridge - 05",Geo_Data_Zone2011
S01009002,"Dalmeny, Kirkliston and Newbridge - 06",Geo_Data_Zone2011
S01009003,Queensferry East - 01,Geo_Data_Zone2011
S01009004,Queensferry East - 02,Geo_Data_Zone2011
S01009005,Queensferry East - 03,Geo_Data_Zone2011
S01009006,Queensferry East - 04,Geo_Data_Zone2011
S01009007,Queensferry East - 05,Geo_Data_Zone2011
S01009008,Queensferry East - 06,Geo_Data_Zone2011
S01009009,Queensferry West - 01,Geo_Data_Zone2011
S01009010,Queensferry West - 02,Geo_Data_Zone2011
S01009011,Queensferry West - 03,Geo_Data_Zone2011
S01009012,Queensferry West - 04,Geo_Data_Zone2011
S01009013,Queensferry West - 05,Geo_Data_Zone2011
S01009014,Barra and South Uist - 01,Geo_Data_Zone2011
S01009015,Barra and South Uist - 02,Geo_Data_Zone2011
S01009016,Barra and South Uist - 03,Geo_Data_Zone2011
S01009017,Barra and South Uist - 04,Geo_Data_Zone2011
S01009018,Barra and South Uist - 05,Geo_Data_Zone2011
S01009019,Benbecula and North Uist - 01,Geo_Data_Zone2011
S01009020,Benbecula and North Uist - 02,Geo_Data_Zone2011
S01009021,Benbecula and North Uist - 03,Geo_Data_Zone2011
S01009022,Benbecula and North Uist - 04,Geo_Data_Zone2011
S01009023,Harris - 01,Geo_Data_Zone2011
S01009024,Harris - 02,Geo_Data_Zone2011
S01009025,South Lewis - 01,Geo_Data_Zone2011
S01009026,South Lewis - 02,Geo_Data_Zone2011
S01009027,South Lewis - 03,Geo_Data_Zone2011
S01009028,Northwest Lewis - 01,Geo_Data_Zone2011
S01009029,Northwest Lewis - 02,Geo_Data_Zone2011
S01009030,Northwest Lewis - 03,Geo_Data_Zone2011
S01009031,Northwest Lewis - 04,Geo_Data_Zone2011
S01009032,Northwest Lewis - 05,Geo_Data_Zone2011
S01009033,Northwest Lewis - 06,Geo_Data_Zone2011
S01009034,Broadbay - 01,Geo_Data_Zone2011
S01009035,Broadbay - 02,Geo_Data_Zone2011
S01009036,Broadbay - 03,Geo_Data_Zone2011
S01009037,Broadbay - 04,Geo_Data_Zone2011
S01009038,Stornoway West - 01,Geo_Data_Zone2011
S01009039,Stornoway West - 02,Geo_Data_Zone2011
S01009040,Stornoway West - 03,Geo_Data_Zone2011
S01009041,Stornoway West - 04,Geo_Data_Zone2011
S01009042,Stornoway East - 01,Geo_Data_Zone2011
S01009043,Stornoway East - 02,Geo_Data_Zone2011
S01009044,Stornoway East - 03,Geo_Data_Zone2011
S01009045,Stornoway East - 04,Geo_Data_Zone2011
S01009046,Point - 01,Geo_Data_Zone2011
S01009093,Larbert - North Broomage and Inches - 06,Geo_Data_Zone2011
S01009094,Larbert - South Broomage and Village - 01,Geo_Data_Zone2011
S01009095,Larbert - South Broomage and Village - 02,Geo_Data_Zone2011
S01009096,Larbert - South Broomage and Village - 03,Geo_Data_Zone2011
S01009097,Larbert - South Broomage and Village - 04,Geo_Data_Zone2011
S01009098,Larbert - South Broomage and Village - 05,Geo_Data_Zone2011
S01009099,Stenhousemuir West - 01,Geo_Data_Zone2011
S01009100,Stenhousemuir West - 02,Geo_Data_Zone2011
S01009101,Stenhousemuir West - 03,Geo_Data_Zone2011
S01009102,Stenhousemuir West - 04,Geo_Data_Zone2011
S01009103,Stenhousemuir East - 01,Geo_Data_Zone2011
S01009104,Stenhousemuir East - 02,Geo_Data_Zone2011
S01009105,Stenhousemuir East - 03,Geo_Data_Zone2011
S01009106,Stenhousemuir East - 04,Geo_Data_Zone2011
S01009107,Stenhousemuir East - 05,Geo_Data_Zone2011
S01009108,Stenhousemuir - Antonshill - 01,Geo_Data_Zone2011
S01009109,Stenhousemuir - Antonshill - 02,Geo_Data_Zone2011
S01009110,Stenhousemuir - Antonshill - 03,Geo_Data_Zone2011
S01009111,Stenhousemuir - Antonshill - 04,Geo_Data_Zone2011
S01009112,Stenhousemuir - Antonshill - 05,Geo_Data_Zone2011
S01009113,Carron - 01,Geo_Data_Zone2011
S01009114,Carron - 02,Geo_Data_Zone2011
S01009115,Carron - 03,Geo_Data_Zone2011
S01009116,Carron - 04,Geo_Data_Zone2011
S01009117,Carronshore - 01,Geo_Data_Zone2011
S01009118,Carronshore - 02,Geo_Data_Zone2011
S01009119,Carronshore - 03,Geo_Data_Zone2011
S01009120,Carronshore - 04,Geo_Data_Zone2011
S01009121,Carse and Grangemouth Old Town - 01,Geo_Data_Zone2011
S01009122,Carse and Grangemouth Old Town - 02,Geo_Data_Zone2011
S01009123,Carse and Grangemouth Old Town - 03,Geo_Data_Zone2011
S01009124,Carse and Grangemouth Old Town - 04,Geo_Data_Zone2011
S01009125,Carse and Grangemouth Old Town - 05,Geo_Data_Zone2011
S01009126,Falkirk - Bainsford and Langlees - 01,Geo_Data_Zone2011
S01009127,Falkirk - Bainsford and Langlees - 02,Geo_Data_Zone2011
S01009128,Falkirk - Bainsford and Langlees - 03,Geo_Data_Zone2011
S01009129,Falkirk - Bainsford and Langlees - 04,Geo_Data_Zone2011
S01009130,Falkirk - Bainsford and Langlees - 05,Geo_Data_Zone2011
S01009131,Falkirk - Bainsford and Langlees - 06,Geo_Data_Zone2011
S01009132,Falkirk - Merchiston and New Carron Village - 01,Geo_Data_Zone2011
S01009133,Falkirk - Merchiston and New Carron Village - 02,Geo_Data_Zone2011
S01009134,Falkirk - Merchiston and New Carron Village - 03,Geo_Data_Zone2011
S01009135,Falkirk - Merchiston and New Carron Village - 04,Geo_Data_Zone2011
S01009136,Falkirk - Merchiston and New Carron Village - 05,Geo_Data_Zone2011
S01008452,Clovenstone and Wester Hailes - 04,Geo_Data_Zone2011
S01008453,Clovenstone and Wester Hailes - 05,Geo_Data_Zone2011
S01008454,The Calders - 01,Geo_Data_Zone2011
S01008455,The Calders - 02,Geo_Data_Zone2011
S01008456,The Calders - 03,Geo_Data_Zone2011
S01008457,The Calders - 04,Geo_Data_Zone2011
S01008458,The Calders - 05,Geo_Data_Zone2011
S01008459,Murrayburn and Wester Hailes North - 01,Geo_Data_Zone2011
S01008460,Murrayburn and Wester Hailes North - 02,Geo_Data_Zone2011
S01008461,Murrayburn and Wester Hailes North - 03,Geo_Data_Zone2011
S01008462,Murrayburn and Wester Hailes North - 04,Geo_Data_Zone2011
S01008463,Murrayburn and Wester Hailes North - 05,Geo_Data_Zone2011
S01008464,Parkhead and Sighthill - 01,Geo_Data_Zone2011
S01008465,Parkhead and Sighthill - 02,Geo_Data_Zone2011
S01008466,Parkhead and Sighthill - 03,Geo_Data_Zone2011
S01008467,Parkhead and Sighthill - 04,Geo_Data_Zone2011
S01008468,Broomhouse and Bankhead - 01,Geo_Data_Zone2011
S01008469,Broomhouse and Bankhead - 02,Geo_Data_Zone2011
S01008470,Broomhouse and Bankhead - 03,Geo_Data_Zone2011
S01008471,Broomhouse and Bankhead - 04,Geo_Data_Zone2011
S01008472,Broomhouse and Bankhead - 05,Geo_Data_Zone2011
S01008473,Stenhouse and Saughton Mains - 01,Geo_Data_Zone2011
S01008474,Stenhouse and Saughton Mains - 02,Geo_Data_Zone2011
S01008475,Stenhouse and Saughton Mains - 03,Geo_Data_Zone2011
S01008476,Stenhouse and Saughton Mains - 04,Geo_Data_Zone2011
S01008477,Stenhouse and Saughton Mains - 05,Geo_Data_Zone2011
S01008478,Stenhouse and Saughton Mains - 06,Geo_Data_Zone2011
S01008479,Stenhouse and Saughton Mains - 07,Geo_Data_Zone2011
S01008480,Stenhouse and Saughton Mains - 08,Geo_Data_Zone2011
S01008481,Longstone and Saughton - 01,Geo_Data_Zone2011
S01008482,Longstone and Saughton - 02,Geo_Data_Zone2011
S01008483,Longstone and Saughton - 03,Geo_Data_Zone2011
S01008484,Longstone and Saughton - 04,Geo_Data_Zone2011
S01008485,Longstone and Saughton - 05,Geo_Data_Zone2011
S01008486,Slateford and Chesser - 01,Geo_Data_Zone2011
S01008487,Slateford and Chesser - 02,Geo_Data_Zone2011
S01008488,Slateford and Chesser - 03,Geo_Data_Zone2011
S01008489,Slateford and Chesser - 04,Geo_Data_Zone2011
S01008490,Slateford and Chesser - 05,Geo_Data_Zone2011
S01008491,Slateford and Chesser - 06,Geo_Data_Zone2011
S01008492,Gorgie West - 01,Geo_Data_Zone2011
S01008493,Gorgie West - 02,Geo_Data_Zone2011
S01008494,Gorgie West - 03,Geo_Data_Zone2011
S01008495,Gorgie West - 04,Geo_Data_Zone2011
S01008496,Gorgie West - 05,Geo_Data_Zone2011
S01008497,Gorgie East - 01,Geo_Data_Zone2011
S01008498,Gorgie East - 02,Geo_Data_Zone2011
S01008499,Gorgie East - 03,Geo_Data_Zone2011
S01008552,Mortonhall and Anwickhill - 03,Geo_Data_Zone2011
S01008553,"Gracemount, Southhouse and Burdiehouse - 01",Geo_Data_Zone2011
S01008554,"Gracemount, Southhouse and Burdiehouse - 02",Geo_Data_Zone2011
S01008555,"Gracemount, Southhouse and Burdiehouse - 03",Geo_Data_Zone2011
S01008556,"Gracemount, Southhouse and Burdiehouse - 04",Geo_Data_Zone2011
S01008557,"Gracemount, Southhouse and Burdiehouse - 05",Geo_Data_Zone2011
S01008558,"Gracemount, Southhouse and Burdiehouse - 06",Geo_Data_Zone2011
S01008559,Hyvots and Gilmerton - 01,Geo_Data_Zone2011
S01008560,Hyvots and Gilmerton - 02,Geo_Data_Zone2011
S01008561,Hyvots and Gilmerton - 03,Geo_Data_Zone2011
S01008562,Hyvots and Gilmerton - 04,Geo_Data_Zone2011
S01008563,Hyvots and Gilmerton - 05,Geo_Data_Zone2011
S01008564,Fernieside and Moredun South - 01,Geo_Data_Zone2011
S01008565,Fernieside and Moredun South - 02,Geo_Data_Zone2011
S01008566,Fernieside and Moredun South - 03,Geo_Data_Zone2011
S01008567,Fernieside and Moredun South - 04,Geo_Data_Zone2011
S01008568,Fernieside and Moredun South - 05,Geo_Data_Zone2011
S01008569,Moredun and Craigour - 01,Geo_Data_Zone2011
S01008570,Moredun and Craigour - 02,Geo_Data_Zone2011
S01008571,Moredun and Craigour - 03,Geo_Data_Zone2011
S01008572,Moredun and Craigour - 04,Geo_Data_Zone2011
S01008573,Liberton East - 01,Geo_Data_Zone2011
S01008574,Liberton East - 02,Geo_Data_Zone2011
S01008575,Liberton East - 03,Geo_Data_Zone2011
S01008576,Liberton East - 04,Geo_Data_Zone2011
S01008577,Liberton West and Braid Hills - 01,Geo_Data_Zone2011
S01008578,Liberton West and Braid Hills - 02,Geo_Data_Zone2011
S01008579,Liberton West and Braid Hills - 03,Geo_Data_Zone2011
S01008580,Liberton West and Braid Hills - 04,Geo_Data_Zone2011
S01008581,The Inch - 01,Geo_Data_Zone2011
S01008582,The Inch - 02,Geo_Data_Zone2011
S01008583,The Inch - 03,Geo_Data_Zone2011
S01008584,The Inch - 04,Geo_Data_Zone2011
S01008585,The Inch - 05,Geo_Data_Zone2011
S01008586,The Inch - 06,Geo_Data_Zone2011
S01008587,"Blackford, West Mains and Mayfield Road - 01",Geo_Data_Zone2011
S01008588,"Blackford, West Mains and Mayfield Road - 02",Geo_Data_Zone2011
S01008589,"Blackford, West Mains and Mayfield Road - 03",Geo_Data_Zone2011
S01008590,"Blackford, West Mains and Mayfield Road - 04",Geo_Data_Zone2011
S01008591,"Blackford, West Mains and Mayfield Road - 05",Geo_Data_Zone2011
S01008592,"Blackford, West Mains and Mayfield Road - 06",Geo_Data_Zone2011
