Code,Name,Catagory
S12000005,Clackmannanshire,Geo_Council2019
S12000006,Dumfries and Galloway,Geo_Council2019
S12000008,East Ayrshire,Geo_Council2019
S12000010,East Lothian,Geo_Council2019
S12000011,East Renfrewshire,Geo_Council2019
S12000013,Na h-Eileanan Siar,Geo_Council2019
S12000014,Falkirk,Geo_Council2019
S12000017,Highland,Geo_Council2019
S12000018,Inverclyde,Geo_Council2019
S12000019,Midlothian,Geo_Council2019
S12000020,Moray,Geo_Council2019
S12000021,North Ayrshire,Geo_Council2019
S12000023,Orkney Islands,Geo_Council2019
S12000026,Scottish Borders,Geo_Council2019
S12000027,Shetland Islands,Geo_Council2019
S12000028,South Ayrshire,Geo_Council2019
S12000029,South Lanarkshire,Geo_Council2019
S12000030,Stirling,Geo_Council2019
S12000033,Aberdeen City,Geo_Council2019
S12000034,Aberdeenshire,Geo_Council2019
S12000035,Argyll and Bute,Geo_Council2019
S12000036,City of Edinburgh,Geo_Council2019
S12000038,Renfrewshire,Geo_Council2019
S12000039,West Dunbartonshire,Geo_Council2019
S12000040,West Lothian,Geo_Council2019
S12000041,Angus,Geo_Council2019
S12000042,Dundee City,Geo_Council2019
S12000045,East Dunbartonshire,Geo_Council2019
S12000047,Fife,Geo_Council2019
S12000048,Perth and Kinross,Geo_Council2019
S12000049,Glasgow City,Geo_Council2019
S12000050,North Lanarkshire,Geo_Council2019
S01006506,Culter - 01,Geo_Data_Zone2011
S01006507,Culter - 02,Geo_Data_Zone2011
S01006508,Culter - 03,Geo_Data_Zone2011
S01006509,Culter - 04,Geo_Data_Zone2011
S01006510,Culter - 05,Geo_Data_Zone2011
S01006511,Culter - 06,Geo_Data_Zone2011
S01006512,Culter - 07,Geo_Data_Zone2011
S01006513,"Cults, Bieldside and Milltimber West - 01",Geo_Data_Zone2011
S01006514,"Cults, Bieldside and Milltimber West - 02",Geo_Data_Zone2011
S01006515,"Cults, Bieldside and Milltimber West - 03",Geo_Data_Zone2011
S01006516,"Cults, Bieldside and Milltimber West - 04",Geo_Data_Zone2011
S01006517,"Cults, Bieldside and Milltimber West - 05",Geo_Data_Zone2011
S01006518,"Cults, Bieldside and Milltimber East - 01",Geo_Data_Zone2011
S01006519,"Cults, Bieldside and Milltimber East - 02",Geo_Data_Zone2011
S01006520,"Cults, Bieldside and Milltimber East - 03",Geo_Data_Zone2011
S01006521,"Cults, Bieldside and Milltimber East - 04",Geo_Data_Zone2011
S01006522,"Cults, Bieldside and Milltimber East - 05",Geo_Data_Zone2011
S01006523,"Cults, Bieldside and Milltimber East - 06",Geo_Data_Zone2011
S01006524,"Cults, Bieldside and Milltimber East - 07",Geo_Data_Zone2011
S01006525,"Cults, Bieldside and Milltimber East - 08",Geo_Data_Zone2011
S01006526,Garthdee - 01,Geo_Data_Zone2011
S01006527,Garthdee - 02,Geo_Data_Zone2011
S01006528,Garthdee - 03,Geo_Data_Zone2011
S01006529,Garthdee - 04,Geo_Data_Zone2011
S01006530,Garthdee - 05,Geo_Data_Zone2011
S01006531,Garthdee - 06,Geo_Data_Zone2011
S01006532,"Braeside, Mannofield, Broomhill and Seafield East - 01",Geo_Data_Zone2011
S01006533,"Braeside, Mannofield, Broomhill and Seafield East - 02",Geo_Data_Zone2011
S01006534,"Braeside, Mannofield, Broomhill and Seafield East - 03",Geo_Data_Zone2011
S01006535,"Braeside, Mannofield, Broomhill and Seafield East - 04",Geo_Data_Zone2011
S01006536,"Braeside, Mannofield, Broomhill and Seafield East - 05",Geo_Data_Zone2011
S01006537,"Braeside, Mannofield, Broomhill and Seafield South - 01",Geo_Data_Zone2011
S01006538,"Braeside, Mannofield, Broomhill and Seafield South - 02",Geo_Data_Zone2011
S01006539,"Braeside, Mannofield, Broomhill and Seafield South - 03",Geo_Data_Zone2011
S01006540,"Braeside, Mannofield, Broomhill and Seafield South - 04",Geo_Data_Zone2011
S01006541,"Braeside, Mannofield, Broomhill and Seafield South - 05",Geo_Data_Zone2011
S01006542,"Braeside, Mannofield, Broomhill and Seafield North - 01",Geo_Data_Zone2011
S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",Geo_Data_Zone2011
S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",Geo_Data_Zone2011
S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",Geo_Data_Zone2011
S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",Geo_Data_Zone2011
S01006547,Hazlehead - 01,Geo_Data_Zone2011
S01006548,Hazlehead - 02,Geo_Data_Zone2011
S01006549,Hazlehead - 03,Geo_Data_Zone2011
S01006550,Hazlehead - 04,Geo_Data_Zone2011
S01006551,Hazlehead - 05,Geo_Data_Zone2011
S01006552,Hazlehead - 06,Geo_Data_Zone2011
S01006553,Summerhill - 01,Geo_Data_Zone2011
S01006554,Summerhill - 02,Geo_Data_Zone2011
S01006555,Summerhill - 03,Geo_Data_Zone2011
S01006556,Summerhill - 04,Geo_Data_Zone2011
S01006557,Summerhill - 05,Geo_Data_Zone2011
S01006558,Midstocket - 01,Geo_Data_Zone2011
S01006559,Midstocket - 02,Geo_Data_Zone2011
S01006560,Midstocket - 03,Geo_Data_Zone2011
S01006561,Midstocket - 04,Geo_Data_Zone2011
S01006562,Midstocket - 05,Geo_Data_Zone2011
S01006563,Midstocket - 06,Geo_Data_Zone2011
S01006564,Rosemount - 01,Geo_Data_Zone2011
S01006565,Rosemount - 02,Geo_Data_Zone2011
S01006566,Rosemount - 03,Geo_Data_Zone2011
S01006567,Rosemount - 04,Geo_Data_Zone2011
S01006568,Rosemount - 05,Geo_Data_Zone2011
S01006569,Rosemount - 06,Geo_Data_Zone2011
S01006570,Rosemount - 07,Geo_Data_Zone2011
S01006571,West End North - 01,Geo_Data_Zone2011
S01006572,West End North - 02,Geo_Data_Zone2011
S01006573,West End North - 03,Geo_Data_Zone2011
S01006574,West End North - 04,Geo_Data_Zone2011
S01006575,West End South - 01,Geo_Data_Zone2011
S01006576,West End South - 02,Geo_Data_Zone2011
S01006577,West End South - 03,Geo_Data_Zone2011
S01006578,West End South - 04,Geo_Data_Zone2011
S01006579,West End South - 05,Geo_Data_Zone2011
S01006580,West End South - 06,Geo_Data_Zone2011
S01006581,West End South - 07,Geo_Data_Zone2011
S01006582,City Centre West - 01,Geo_Data_Zone2011
S01006583,City Centre West - 02,Geo_Data_Zone2011
S01006584,City Centre West - 03,Geo_Data_Zone2011
S01006585,City Centre West - 04,Geo_Data_Zone2011
S01006586,City Centre West - 05,Geo_Data_Zone2011
S01006587,City Centre East - 01,Geo_Data_Zone2011
S01006588,City Centre East - 02,Geo_Data_Zone2011
S01006589,City Centre East - 03,Geo_Data_Zone2011
S01006590,City Centre East - 04,Geo_Data_Zone2011
S01006591,Ferryhill North - 01,Geo_Data_Zone2011
S01006592,Ferryhill North - 02,Geo_Data_Zone2011
S01006593,Ferryhill North - 03,Geo_Data_Zone2011
S01006594,Ferryhill North - 04,Geo_Data_Zone2011
S01006595,Ferryhill North - 05,Geo_Data_Zone2011
S01006596,Ferryhill North - 06,Geo_Data_Zone2011
S01006597,Ferryhill North - 07,Geo_Data_Zone2011
S01006598,Ferryhill South - 01,Geo_Data_Zone2011
S01006599,Ferryhill South - 02,Geo_Data_Zone2011
S01006600,Ferryhill South - 03,Geo_Data_Zone2011
S01006601,Ferryhill South - 04,Geo_Data_Zone2011
S01006602,Ferryhill South - 05,Geo_Data_Zone2011
S01006603,"Kincorth, Leggart and Nigg North - 01",Geo_Data_Zone2011
S01006604,"Kincorth, Leggart and Nigg North - 02",Geo_Data_Zone2011
S01006605,"Kincorth, Leggart and Nigg North - 03",Geo_Data_Zone2011
S01006606,"Kincorth, Leggart and Nigg North - 04",Geo_Data_Zone2011
S01006607,"Kincorth, Leggart and Nigg North - 05",Geo_Data_Zone2011
S01006608,"Kincorth, Leggart and Nigg South - 01",Geo_Data_Zone2011
S01006609,"Kincorth, Leggart and Nigg South - 02",Geo_Data_Zone2011
S01006610,"Kincorth, Leggart and Nigg South - 03",Geo_Data_Zone2011
S01006611,"Kincorth, Leggart and Nigg South - 04",Geo_Data_Zone2011
S01006612,"Kincorth, Leggart and Nigg South - 05",Geo_Data_Zone2011
S01006613,Cove South - 01,Geo_Data_Zone2011
S01006614,Cove South - 02,Geo_Data_Zone2011
S01006615,Cove South - 03,Geo_Data_Zone2011
S01006616,Cove South - 04,Geo_Data_Zone2011
S01006617,Cove South - 05,Geo_Data_Zone2011
S01006618,Cove South - 06,Geo_Data_Zone2011
S01006619,Cove North - 01,Geo_Data_Zone2011
S01006620,Cove North - 02,Geo_Data_Zone2011
S01006621,Cove North - 03,Geo_Data_Zone2011
S01006622,Cove North - 04,Geo_Data_Zone2011
S01006623,Cove North - 05,Geo_Data_Zone2011
S01006624,Torry West - 01,Geo_Data_Zone2011
S01006625,Torry West - 02,Geo_Data_Zone2011
S01006626,Torry West - 03,Geo_Data_Zone2011
S01006627,Torry West - 04,Geo_Data_Zone2011
S01006628,Torry West - 05,Geo_Data_Zone2011
S01006629,Torry West - 06,Geo_Data_Zone2011
S01006630,Torry West - 07,Geo_Data_Zone2011
S01006631,Torry East - 01,Geo_Data_Zone2011
S01006632,Torry East - 02,Geo_Data_Zone2011
S01006633,Torry East - 03,Geo_Data_Zone2011
S01006634,Torry East - 04,Geo_Data_Zone2011
S01006635,Torry East - 05,Geo_Data_Zone2011
S01006636,Torry East - 06,Geo_Data_Zone2011
S01006637,Hanover South - 01,Geo_Data_Zone2011
S01006638,Hanover South - 02,Geo_Data_Zone2011
S01006639,Hanover South - 03,Geo_Data_Zone2011
S01006640,Hanover South - 04,Geo_Data_Zone2011
S01006641,Hanover North - 01,Geo_Data_Zone2011
S01006642,Hanover North - 02,Geo_Data_Zone2011
S01006643,Hanover North - 03,Geo_Data_Zone2011
S01006644,Hanover North - 04,Geo_Data_Zone2011
S01006645,George Street - 01,Geo_Data_Zone2011
S01006646,George Street - 02,Geo_Data_Zone2011
S01006647,George Street - 03,Geo_Data_Zone2011
S01006648,George Street - 04,Geo_Data_Zone2011
S01006649,George Street - 05,Geo_Data_Zone2011
S01006650,George Street - 06,Geo_Data_Zone2011
S01006651,George Street - 07,Geo_Data_Zone2011
S01006652,George Street - 08,Geo_Data_Zone2011
S01006653,Ashgrove - 01,Geo_Data_Zone2011
S01006654,Ashgrove - 02,Geo_Data_Zone2011
S01006655,Ashgrove - 03,Geo_Data_Zone2011
S01006656,Ashgrove - 04,Geo_Data_Zone2011
S01006657,Ashgrove - 05,Geo_Data_Zone2011
S01006658,"Froghall, Powis and Sunnybank - 01",Geo_Data_Zone2011
S01006659,"Froghall, Powis and Sunnybank - 02",Geo_Data_Zone2011
S01006660,"Froghall, Powis and Sunnybank - 03",Geo_Data_Zone2011
S01006661,"Froghall, Powis and Sunnybank - 04",Geo_Data_Zone2011
S01006662,"Froghall, Powis and Sunnybank - 05",Geo_Data_Zone2011
S01006663,"Froghall, Powis and Sunnybank - 06",Geo_Data_Zone2011
S01006664,"Froghall, Powis and Sunnybank - 07",Geo_Data_Zone2011
S01006665,"Froghall, Powis and Sunnybank - 08",Geo_Data_Zone2011
S01006666,Seaton - 01,Geo_Data_Zone2011
S01006667,Seaton - 02,Geo_Data_Zone2011
S01006668,Seaton - 03,Geo_Data_Zone2011
S01006669,Seaton - 04,Geo_Data_Zone2011
S01006670,Seaton - 05,Geo_Data_Zone2011
S01006671,Old Aberdeen - 01,Geo_Data_Zone2011
S01006672,Old Aberdeen - 02,Geo_Data_Zone2011
S01006673,Old Aberdeen - 03,Geo_Data_Zone2011
S01006674,Old Aberdeen - 04,Geo_Data_Zone2011
S01006675,Tillydrone - 01,Geo_Data_Zone2011
S01006676,Tillydrone - 02,Geo_Data_Zone2011
S01006677,Tillydrone - 03,Geo_Data_Zone2011
S01006678,Tillydrone - 04,Geo_Data_Zone2011
S01006679,Tillydrone - 05,Geo_Data_Zone2011
S01006680,Tillydrone - 06,Geo_Data_Zone2011
S01006681,Woodside - 01,Geo_Data_Zone2011
S01006682,Woodside - 02,Geo_Data_Zone2011
S01006683,Woodside - 03,Geo_Data_Zone2011
S01006684,Woodside - 04,Geo_Data_Zone2011
S01006685,Woodside - 05,Geo_Data_Zone2011
S01006686,Hilton - 01,Geo_Data_Zone2011
S01006687,Hilton - 02,Geo_Data_Zone2011
S01006688,Hilton - 03,Geo_Data_Zone2011
S01006689,Hilton - 04,Geo_Data_Zone2011
S01006690,Hilton - 05,Geo_Data_Zone2011
S01006691,Hilton - 06,Geo_Data_Zone2011
S01006692,Hilton - 07,Geo_Data_Zone2011
S01006693,Hilton - 08,Geo_Data_Zone2011
S01006694,Stockethill - 01,Geo_Data_Zone2011
S01006695,Stockethill - 02,Geo_Data_Zone2011
S01006696,Stockethill - 03,Geo_Data_Zone2011
S01006697,Stockethill - 04,Geo_Data_Zone2011
S01006698,Stockethill - 05,Geo_Data_Zone2011
S01006699,Stockethill - 06,Geo_Data_Zone2011
S01006700,Stockethill - 07,Geo_Data_Zone2011
S01006701,Mastrick - 01,Geo_Data_Zone2011
S01006702,Mastrick - 02,Geo_Data_Zone2011
S01006703,Mastrick - 03,Geo_Data_Zone2011
S01006704,Mastrick - 04,Geo_Data_Zone2011
S01006705,Mastrick - 05,Geo_Data_Zone2011
S01006706,Mastrick - 06,Geo_Data_Zone2011
S01006707,Mastrick - 07,Geo_Data_Zone2011
S01006708,Sheddocksley - 01,Geo_Data_Zone2011
S01006709,Sheddocksley - 02,Geo_Data_Zone2011
S01006710,Sheddocksley - 03,Geo_Data_Zone2011
S01006711,Sheddocksley - 04,Geo_Data_Zone2011
S01006712,Sheddocksley - 05,Geo_Data_Zone2011
S01006713,Sheddocksley - 06,Geo_Data_Zone2011
S01006714,Cummings Park - 01,Geo_Data_Zone2011
S01006715,Cummings Park - 02,Geo_Data_Zone2011
S01006716,Cummings Park - 03,Geo_Data_Zone2011
S01006717,Cummings Park - 04,Geo_Data_Zone2011
S01006718,Cummings Park - 05,Geo_Data_Zone2011
S01006719,Northfield - 01,Geo_Data_Zone2011
S01006720,Northfield - 02,Geo_Data_Zone2011
S01006721,Northfield - 03,Geo_Data_Zone2011
S01006722,Northfield - 04,Geo_Data_Zone2011
S01006723,Northfield - 05,Geo_Data_Zone2011
S01006724,Northfield - 06,Geo_Data_Zone2011
S01006725,Northfield - 07,Geo_Data_Zone2011
S01006726,Heathryfold and Middlefield - 01,Geo_Data_Zone2011
S01006727,Heathryfold and Middlefield - 02,Geo_Data_Zone2011
S01006728,Heathryfold and Middlefield - 03,Geo_Data_Zone2011
S01006729,Heathryfold and Middlefield - 04,Geo_Data_Zone2011
S01006730,Heathryfold and Middlefield - 05,Geo_Data_Zone2011
S01006731,Heathryfold and Middlefield - 06,Geo_Data_Zone2011
S01006732,Kingswells - 01,Geo_Data_Zone2011
S01006733,Kingswells - 02,Geo_Data_Zone2011
S01006734,Kingswells - 03,Geo_Data_Zone2011
S01006735,Kingswells - 04,Geo_Data_Zone2011
S01006736,Kingswells - 05,Geo_Data_Zone2011
S01006737,Kingswells - 06,Geo_Data_Zone2011
S01006738,Bucksburn South - 01,Geo_Data_Zone2011
S01006739,Bucksburn South - 02,Geo_Data_Zone2011
S01006740,Bucksburn South - 03,Geo_Data_Zone2011
S01006741,Bucksburn South - 04,Geo_Data_Zone2011
S01006742,Bucksburn South - 05,Geo_Data_Zone2011
S01006743,Bucksburn North - 01,Geo_Data_Zone2011
S01006744,Bucksburn North - 02,Geo_Data_Zone2011
S01006745,Bucksburn North - 03,Geo_Data_Zone2011
S01006746,Bucksburn North - 04,Geo_Data_Zone2011
S01006747,Bucksburn North - 05,Geo_Data_Zone2011
S01006748,Bucksburn North - 06,Geo_Data_Zone2011
S01006749,Dyce - 01,Geo_Data_Zone2011
S01006750,Dyce - 02,Geo_Data_Zone2011
S01006751,Dyce - 03,Geo_Data_Zone2011
S01006752,Dyce - 04,Geo_Data_Zone2011
S01006753,Dyce - 05,Geo_Data_Zone2011
S01006754,Dyce - 06,Geo_Data_Zone2011
S01006755,Dyce - 07,Geo_Data_Zone2011
S01006756,Danestone - 01,Geo_Data_Zone2011
S01006757,Danestone - 02,Geo_Data_Zone2011
S01006758,Danestone - 03,Geo_Data_Zone2011
S01006759,Danestone - 04,Geo_Data_Zone2011
S01006760,Danestone - 05,Geo_Data_Zone2011
S01006761,Danestone - 06,Geo_Data_Zone2011
S01006762,Oldmachar West - 01,Geo_Data_Zone2011
S01006763,Oldmachar West - 02,Geo_Data_Zone2011
S01006764,Oldmachar West - 03,Geo_Data_Zone2011
S01006765,Oldmachar West - 04,Geo_Data_Zone2011
S01006766,Oldmachar West - 05,Geo_Data_Zone2011
S01006767,Oldmachar West - 06,Geo_Data_Zone2011
S01006768,Oldmachar East - 01,Geo_Data_Zone2011
S01006769,Oldmachar East - 02,Geo_Data_Zone2011
S01006770,Oldmachar East - 03,Geo_Data_Zone2011
S01006771,Oldmachar East - 04,Geo_Data_Zone2011
S01006772,Oldmachar East - 05,Geo_Data_Zone2011
S01006773,Oldmachar East - 06,Geo_Data_Zone2011
S01006774,Oldmachar East - 07,Geo_Data_Zone2011
S01006775,Balgownie and Donmouth West - 01,Geo_Data_Zone2011
S01006776,Balgownie and Donmouth West - 02,Geo_Data_Zone2011
S01006777,Balgownie and Donmouth West - 03,Geo_Data_Zone2011
S01006778,Balgownie and Donmouth West - 04,Geo_Data_Zone2011
S01006779,Balgownie and Donmouth West - 05,Geo_Data_Zone2011
S01006780,Balgownie and Donmouth West - 06,Geo_Data_Zone2011
S01006781,Balgownie and Donmouth East - 01,Geo_Data_Zone2011
S01006782,Balgownie and Donmouth East - 02,Geo_Data_Zone2011
S01006783,Balgownie and Donmouth East - 03,Geo_Data_Zone2011
S01006784,Balgownie and Donmouth East - 04,Geo_Data_Zone2011
S01006785,Denmore - 01,Geo_Data_Zone2011
S01006786,Denmore - 02,Geo_Data_Zone2011
S01006787,Denmore - 03,Geo_Data_Zone2011
S01006788,Denmore - 04,Geo_Data_Zone2011
S01006789,East Cairngorms - 01,Geo_Data_Zone2011
S01006790,East Cairngorms - 02,Geo_Data_Zone2011
S01006791,East Cairngorms - 03,Geo_Data_Zone2011
S01006792,East Cairngorms - 04,Geo_Data_Zone2011
S01006793,East Cairngorms - 05,Geo_Data_Zone2011
S01006794,Aboyne and South Deeside - 01,Geo_Data_Zone2011
S01006795,Aboyne and South Deeside - 02,Geo_Data_Zone2011
S01006796,Aboyne and South Deeside - 03,Geo_Data_Zone2011
S01006797,Aboyne and South Deeside - 04,Geo_Data_Zone2011
S01006798,Aboyne and South Deeside - 05,Geo_Data_Zone2011
S01006799,Aboyne and South Deeside - 06,Geo_Data_Zone2011
S01006800,Aboyne and South Deeside - 07,Geo_Data_Zone2011
S01006801,Mearns and Laurencekirk - 01,Geo_Data_Zone2011
S01006802,Mearns and Laurencekirk - 02,Geo_Data_Zone2011
S01006803,Mearns and Laurencekirk - 03,Geo_Data_Zone2011
S01006804,Mearns and Laurencekirk - 04,Geo_Data_Zone2011
S01006805,Mearns and Laurencekirk - 05,Geo_Data_Zone2011
S01006806,Mearns South and Benholm - 01,Geo_Data_Zone2011
S01006807,Mearns South and Benholm - 02,Geo_Data_Zone2011
S01006808,Mearns South and Benholm - 03,Geo_Data_Zone2011
S01006809,Mearns South and Benholm - 04,Geo_Data_Zone2011
S01006810,Mearns South and Benholm - 05,Geo_Data_Zone2011
S01006811,Mearns North and Inverbervie - 01,Geo_Data_Zone2011
S01006812,Mearns North and Inverbervie - 02,Geo_Data_Zone2011
S01006813,Mearns North and Inverbervie - 03,Geo_Data_Zone2011
S01006814,Mearns North and Inverbervie - 04,Geo_Data_Zone2011
S01006815,Mearns North and Inverbervie - 05,Geo_Data_Zone2011
S01006816,Mearns North and Inverbervie - 06,Geo_Data_Zone2011
S01006817,Mearns North and Inverbervie - 07,Geo_Data_Zone2011
S01006818,"Fetteresso, Netherley and Catter - 01",Geo_Data_Zone2011
S01006819,"Fetteresso, Netherley and Catter - 02",Geo_Data_Zone2011
S01006820,"Fetteresso, Netherley and Catter - 03",Geo_Data_Zone2011
S01006821,"Fetteresso, Netherley and Catter - 04",Geo_Data_Zone2011
S01006822,"Fetteresso, Netherley and Catter - 05",Geo_Data_Zone2011
S01006823,Stonehaven South - 01,Geo_Data_Zone2011
S01006824,Stonehaven South - 02,Geo_Data_Zone2011
S01006825,Stonehaven South - 03,Geo_Data_Zone2011
S01006826,Stonehaven South - 04,Geo_Data_Zone2011
S01006827,Stonehaven South - 05,Geo_Data_Zone2011
S01006828,Stonehaven South - 06,Geo_Data_Zone2011
S01006829,Stonehaven South - 07,Geo_Data_Zone2011
S01006830,Stonehaven North - 01,Geo_Data_Zone2011
S01006831,Stonehaven North - 02,Geo_Data_Zone2011
S01006832,Stonehaven North - 03,Geo_Data_Zone2011
S01006833,Stonehaven North - 04,Geo_Data_Zone2011
S01006834,Stonehaven North - 05,Geo_Data_Zone2011
S01006835,Stonehaven North - 06,Geo_Data_Zone2011
S01006836,Stonehaven North - 07,Geo_Data_Zone2011
S01006837,Stonehaven North - 08,Geo_Data_Zone2011
S01006838,Stonehaven North - 09,Geo_Data_Zone2011
S01006839,Newtonhill - 01,Geo_Data_Zone2011
S01006840,Newtonhill - 02,Geo_Data_Zone2011
S01006841,Newtonhill - 03,Geo_Data_Zone2011
S01006842,Portlethen - 01,Geo_Data_Zone2011
S01006843,Portlethen - 02,Geo_Data_Zone2011
S01006844,Portlethen - 03,Geo_Data_Zone2011
S01006845,Portlethen - 04,Geo_Data_Zone2011
S01006846,Portlethen - 05,Geo_Data_Zone2011
S01006847,Portlethen - 06,Geo_Data_Zone2011
S01006848,Banchory-Devenick and Findon - 01,Geo_Data_Zone2011
S01006849,Banchory-Devenick and Findon - 02,Geo_Data_Zone2011
S01006850,Banchory-Devenick and Findon - 03,Geo_Data_Zone2011
S01006851,Banchory-Devenick and Findon - 04,Geo_Data_Zone2011
S01006852,Banchory-Devenick and Findon - 05,Geo_Data_Zone2011
S01006853,"Dunecht, Durris and Drumoak - 01",Geo_Data_Zone2011
S01006854,"Dunecht, Durris and Drumoak - 02",Geo_Data_Zone2011
S01006855,"Dunecht, Durris and Drumoak - 03",Geo_Data_Zone2011
S01006856,"Dunecht, Durris and Drumoak - 04",Geo_Data_Zone2011
S01006857,"Dunecht, Durris and Drumoak - 05",Geo_Data_Zone2011
S01006858,"Dunecht, Durris and Drumoak - 06",Geo_Data_Zone2011
S01006859,Banchory East - 01,Geo_Data_Zone2011
S01006860,Banchory East - 02,Geo_Data_Zone2011
S01006861,Banchory East - 03,Geo_Data_Zone2011
S01006862,Banchory East - 04,Geo_Data_Zone2011
S01006863,Banchory East - 05,Geo_Data_Zone2011
S01006864,Banchory East - 06,Geo_Data_Zone2011
S01006865,Banchory West - 01,Geo_Data_Zone2011
S01006866,Banchory West - 02,Geo_Data_Zone2011
S01006867,Banchory West - 03,Geo_Data_Zone2011
S01006868,Banchory West - 04,Geo_Data_Zone2011
S01006869,Crathes and Torphins - 01,Geo_Data_Zone2011
S01006870,Crathes and Torphins - 02,Geo_Data_Zone2011
S01006871,Crathes and Torphins - 03,Geo_Data_Zone2011
S01006872,Crathes and Torphins - 04,Geo_Data_Zone2011
S01006873,Crathes and Torphins - 05,Geo_Data_Zone2011
S01006874,Crathes and Torphins - 06,Geo_Data_Zone2011
S01006875,Cromar and Kildrummy - 01,Geo_Data_Zone2011
S01006876,Cromar and Kildrummy - 02,Geo_Data_Zone2011
S01006877,Cromar and Kildrummy - 03,Geo_Data_Zone2011
S01006878,Cromar and Kildrummy - 04,Geo_Data_Zone2011
S01006879,Cromar and Kildrummy - 05,Geo_Data_Zone2011
S01006880,Howe of Alford - 01,Geo_Data_Zone2011
S01006881,Howe of Alford - 02,Geo_Data_Zone2011
S01006882,Howe of Alford - 03,Geo_Data_Zone2011
S01006883,Howe of Alford - 04,Geo_Data_Zone2011
S01006884,Howe of Alford - 05,Geo_Data_Zone2011
S01006885,Howe of Alford - 06,Geo_Data_Zone2011
S01006886,Howe of Alford - 07,Geo_Data_Zone2011
S01006887,Howe of Alford - 08,Geo_Data_Zone2011
S01006888,Howe of Alford - 09,Geo_Data_Zone2011
S01006889,Kemnay - 01,Geo_Data_Zone2011
S01006890,Kemnay - 02,Geo_Data_Zone2011
S01006891,Kemnay - 03,Geo_Data_Zone2011
S01006892,Kemnay - 04,Geo_Data_Zone2011
S01006893,Kemnay - 05,Geo_Data_Zone2011
S01006894,Inverurie North - 01,Geo_Data_Zone2011
S01006895,Inverurie North - 02,Geo_Data_Zone2011
S01006896,Inverurie North - 03,Geo_Data_Zone2011
S01006897,Inverurie North - 04,Geo_Data_Zone2011
S01006898,Inverurie North - 05,Geo_Data_Zone2011
S01006899,Inverurie North - 06,Geo_Data_Zone2011
S01006900,Inverurie North - 07,Geo_Data_Zone2011
S01006901,Inverurie North - 08,Geo_Data_Zone2011
S01006902,Inverurie South - 01,Geo_Data_Zone2011
S01006903,Inverurie South - 02,Geo_Data_Zone2011
S01006904,Inverurie South - 03,Geo_Data_Zone2011
S01006905,Inverurie South - 04,Geo_Data_Zone2011
S01006906,Inverurie South - 05,Geo_Data_Zone2011
S01006907,Inverurie South - 06,Geo_Data_Zone2011
S01006908,Inverurie South - 07,Geo_Data_Zone2011
S01006909,Durno-Chapel of Garioch - 01,Geo_Data_Zone2011
S01006910,Durno-Chapel of Garioch - 02,Geo_Data_Zone2011
S01006911,Durno-Chapel of Garioch - 03,Geo_Data_Zone2011
S01006912,Durno-Chapel of Garioch - 04,Geo_Data_Zone2011
S01006913,Durno-Chapel of Garioch - 05,Geo_Data_Zone2011
S01006914,Durno-Chapel of Garioch - 06,Geo_Data_Zone2011
S01006915,Durno-Chapel of Garioch - 07,Geo_Data_Zone2011
S01006916,Kintore - 01,Geo_Data_Zone2011
S01006917,Kintore - 02,Geo_Data_Zone2011
S01006918,Kintore - 03,Geo_Data_Zone2011
S01006919,Kintore - 04,Geo_Data_Zone2011
S01006920,Kintore - 05,Geo_Data_Zone2011
S01006921,Kintore - 06,Geo_Data_Zone2011
S01006922,Kintore - 07,Geo_Data_Zone2011
S01006923,Kintore - 08,Geo_Data_Zone2011
S01006924,Kintore - 09,Geo_Data_Zone2011
S01006925,Blackburn - 01,Geo_Data_Zone2011
S01006926,Blackburn - 02,Geo_Data_Zone2011
S01006927,Blackburn - 03,Geo_Data_Zone2011
S01006928,Blackburn - 04,Geo_Data_Zone2011
S01006929,Westhill North and South - 01,Geo_Data_Zone2011
S01006930,Westhill North and South - 02,Geo_Data_Zone2011
S01006931,Westhill North and South - 03,Geo_Data_Zone2011
S01006932,Westhill North and South - 04,Geo_Data_Zone2011
S01006933,Westhill North and South - 05,Geo_Data_Zone2011
S01006934,Westhill North and South - 06,Geo_Data_Zone2011
S01006935,Westhill Central - 01,Geo_Data_Zone2011
S01006936,Westhill Central - 02,Geo_Data_Zone2011
S01006937,Westhill Central - 03,Geo_Data_Zone2011
S01006938,Westhill Central - 04,Geo_Data_Zone2011
S01006939,Westhill Central - 05,Geo_Data_Zone2011
S01006940,Westhill Central - 06,Geo_Data_Zone2011
S01006941,Garlogie and Elrick - 01,Geo_Data_Zone2011
S01006942,Garlogie and Elrick - 02,Geo_Data_Zone2011
S01006943,Garlogie and Elrick - 03,Geo_Data_Zone2011
S01006944,Garlogie and Elrick - 04,Geo_Data_Zone2011
S01006945,Garlogie and Elrick - 05,Geo_Data_Zone2011
S01006946,Newmachar and Fintray - 01,Geo_Data_Zone2011
S01006947,Newmachar and Fintray - 02,Geo_Data_Zone2011
S01006948,Newmachar and Fintray - 03,Geo_Data_Zone2011
S01006949,Newmachar and Fintray - 04,Geo_Data_Zone2011
